	Sales Record Number,Order ID,Item Number,Transaction ID
120627,,3.01182E+11,9.79192E+11
120628,,3.9065E+11,4.17652E+11
120630,,2.71466E+11,1.29949E+12
120631,,2.71499E+11,1.29949E+12
120632,,2.71466E+11,1.29949E+12
120633,,3.01164E+11,9.79196E+11
120636,1.67629E+11
120636,1.67629E+11,3.01165E+11,9.79196E+11
120636,1.67629E+11,3.01165E+11,9.79196E+11
120637,,2.71468E+11,1.29949E+12
120639,,3.90776E+11,4.17655E+11
